ID,Player,Alignment,Faction Outcome,First Hit,Last Hit,# of Hits,"Death/
 Survival",Inactive,GM,Mod,Spec,Game Type,Game #,,Broken,Role,,,,,,,,
288,Wyrmhero,G,W,2,,2,S,,,,,MR,2,MR2,Y,Jack of All Trades,,,,,,,,
289,Tulir,E,L,4,4,1,L,,,,,MR,2,MR2,Y,Regular,,,,,,,,
290,Sart,E,L,5,5,1,L,,,,,MR,2,MR2,Y,Kill,,,,,,,,
291,Jain,G,W,,,0,S,,,,,MR,2,MR2,Y,Regular,,,,,,,,
292,Kasimir,,,,,,,,,,Y,MR,2,MR2,Y,Spec,,,,,,,,
293,Theorymaker,G,W,,,0,S,,,,,MR,2,MR2,Y,Regular,,,,,,,,
294,Ashiok,G,W,,,0,S,,,,,MR,2,MR2,Y,Jack of All Trades,,,,,,,,
295,Renegade,,,,,,,,Y,,,MR,2,MR2,Y,GM,,,,,,,,
296,Binnut,G,W,,,0,S,,,,,MR,2,MR2,Y,Regular,,,,,,,,
297,Twei,G,W,,,0,S,,,,,MR,2,MR2,Y,Regular,,,,,,,,
298,Sir Jerric,G,W,,,0,S,,,,,MR,2,MR2,Y,Regular,,,,,,,,
299,Kal Dell,G,W,,,0,S,,,,,MR,2,MR2,Y,Regular,,,,,,,,
300,QuiteContrary,G,W,,,0,S,,,,,MR,2,MR2,Y,Regular,,,,,,,,
301,Araris Valerian,,,,,,,,,,Y,MR,2,MR2,Y,Spec,,,,,,,,
302,Meta,G,L,1,1,1,F,,,,,LG,8,LG8,Y,Vote Change,nullifies own vote to change,,,,,,,
303,Mailliw73,G,L,9,9,1,E,,,,,LG,8,LG8,Y,,,,,,,,,
304,Gamma,,,,,,,,,Y,,LG,8,LG8,Y,IM,,,,,,,,
305,bartbug,,,,,,,,Y,,,LG,8,LG8,Y,GM,,,,,,,,
306,little wilson,G,L,4,4,1,E,,,,,LG,8,LG8,Y,,,,,,,,,
307,Peng,G,L,3,3,1,L,,,,,LG,8,LG8,Y,Kill,,,,,,,,
308,Alvron,E,W,,,0,S,,,,,LG,8,LG8,Y,Kandra,,,,,,,,
309,Aonar,G,L,2,2,1,E,,,,,LG,8,LG8,Y,Regular,,,,,,,,
310,Luckat,G,L,1,1,1,E,,,,,LG,8,LG8,Y,Regular,,,,,,,,
311,A Joe in the Bush,E,W,,,0,S,,,,,LG,8,LG8,Y,Kandra,,,,,,,,
312,Gleeman,E,W,,,0,S,,,,,LG,8,LG8,Y,Kandra,,,,,,,,
313,Wyrmhero,,,,,,,,,,Y,LG,8,LG8,Y,Spec,,,,,,,,
314,Tulir,G,L,5,5,1,L,,,,,LG,8,LG8,Y,Misc Cop,learn whoever targeted you,,,,,,,
315,Sart,G,L,2,8,3,E,,,,,LG,8,LG8,Y,,,,,,,,,
316,Jain,G,L,1,1,1,L,,,,,LG,8,LG8,Y,,can add 12 hours to the cycle,,,,,,,
317,Kasimir,,,,,,,,,,Y,LG,8,LG8,Y,Spec,,,,,,,,
318,Theorymaker,,,,,,,,,,Y,LG,8,LG8,Y,Spec,,,,,,,,
319,Ashiok,,,,,,,,,,Y,LG,8,LG8,Y,Spec,,,,,,,,
320,Renegade,,,,,,,,,,Y,LG,8,LG8,Y,Spec,,,,,,,,
321,Binnut,G,L,9,9,1,L,,,,,LG,8,LG8,Y,Double Life,Have to take both hits the same night - maybe better marked as Steward?,,,,,,,
322,Twei,G,L,9,9,1,E,,,,,LG,8,LG8,Y,Protect,,,,,,,,
323,dants,G,L,,,0,S,,,,,LG,8,LG8,Y,,,,,,,,,
324,QuiteContrary,G,L,4,4,1,L,,,,,LG,8,LG8,Y,Regular,,,,,,,,
325,Araris Valerian,G,L,6,6,1,E,,,,,LG,8,LG8,Y,Double Vote,or more than double,,,,,,,
326,killersquirrel,G,L,7,7,1,E,,,,,LG,8,LG8,Y,Regular,,,,,,,,
327,Navybrandt,G,L,3,3,1,E,,,,,LG,8,LG8,Y,Tineye,,,,,,,,
328,Pupper,G,L,,,0,S,,,,,LG,8,LG8,Y,,,,,,,,,
329,Meta,,,,,,,,,,Y,QF,3,QF3,,Spec,,,,,,,,
330,Mailliw73,G,W,,,0,S,,,,,QF,3,QF3,,Regular,,,,,,,,
331,Gamma,,,,,,,,Y,,,QF,3,QF3,,GM,,,,,,,,
332,little wilson,,,,,,,,,Y,,QF,3,QF3,,IM,,,,,,,,
333,Alvron,G,W,3,3,1,L,,,,,QF,3,QF3,,Regular,,,,,,,,
334,Aonar,G,W,,,0,S,,,,,QF,3,QF3,,Regular,,,,,,,,
335,Luckat,G,W,2,2,1,E,,,,,QF,3,QF3,,Regular,,,,,,,,
336,A Joe in the Bush,G,W,,,0,S,,,,,QF,3,QF3,,Regular,,,,,,,,
337,Wyrmhero,G,W,1,1,1,E,,,,,QF,3,QF3,,Regular,,,,,,,,
338,Tulir,G,W,,,0,S,,,,,QF,3,QF3,,Regular,,,,,,,,
339,Sart,,,,,,,,,,Y,QF,3,QF3,,Spec,,,,,,,,
340,Jain,G,W,1,1,1,L,,,,,QF,3,QF3,,Regular,,,,,,,,
341,Kasimir,G,W,2,2,1,L,,,,,QF,3,QF3,,Regular,,,,,,,,
342,Theorymaker,E,L,4,4,1,L,,,,,QF,3,QF3,,Misc?,,,,,,,,
343,Ashiok,E,L,5,5,1,V,,,,,QF,3,QF3,,Regular,,,,,,,,
344,Renegade,E,L,5,5,1,L,,,,,QF,3,QF3,,Regular,,,,,,,,
345,Twei,,,,,,,,,,Y,QF,3,QF3,,Spec,,,,,,,,
346,Araris Valerian,G,W,4,4,1,E,,,,,QF,3,QF3,,Regular,,,,,,,,
347,killersquirrel,,,,,,,,,,Y,QF,3,QF3,,Spec,,,,,,,,
348,Navybrandt,G,W,3,3,1,E,,,,,QF,3,QF3,,Regular,,,,,,,,
349,Meta,G,L,1,1,1,E,,,,,MR,3,MR3,,Action Cop,,,,,,,,
350,Mailliw73,G,L,2,2,1,E,,,,,MR,3,MR3,,Regular,,,,,,,,
351,Gamma,G,L,4,4,1,E,,,,,MR,3,MR3,,Regular,,,,,,,,
352,little wilson,,,,,,,,,Y,,MR,3,MR3,,IM,,,,,,,,
353,Alvron,G,L,,,0,S,,,,,MR,3,MR3,,Regular,,,,,,,,
354,Aonar,G,L,3,3,1,E,,,,,MR,3,MR3,,Regular,,,,,,,,
355,Luckat,,,,,,,,,,Y,MR,3,MR3,,Spec,,,,,,,,
356,A Joe in the Bush,G,L,5,5,1,E,,,,,MR,3,MR3,,Misc,,,,,,,,
357,Wyrmhero,E,W,,,0,S,,,,,MR,3,MR3,,Regular,,,,,,,,
358,Tulir,G,L,4,4,1,L,,,,,MR,3,MR3,,Misc,,,,,,,,
359,Sart,,,,,,,,Y,,,MR,3,MR3,,GM,,,,,,,,
360,Jain,G,L,,,0,S,,,,,MR,3,MR3,,Regular,,,,,,,,
361,Kasimir,E,W,,,0,S,,,,,MR,3,MR3,,Regular,,,,,,,,
362,Theorymaker,,,,,,,,,,Y,MR,3,MR3,,Spec,,,,,,,,
363,Ashiok,G,L,5,5,1,E,,,,,MR,3,MR3,,Action Cop,,,,,,,,
364,Renegade,,,,,,,,,,Y,MR,3,MR3,,Spec,,,,,,,,
365,Twei,E,W,,,0,S,,,,,MR,3,MR3,,Regular,,,,,,,,
366,Araris Valerian,G,L,5,5,1,L,,,,,MR,3,MR3,,Regular,,,,,,,,
367,killersquirrel,,,,,,,,,,Y,MR,3,MR3,,Spec,,,,,,,,
368,DUI/Smokestone,E,W,1,1,1,L,,,,,MR,3,MR3,,Regular,,,,,,,,
369,Winter,G,L,3,3,1,L,,,,,MR,3,MR3,,Regular,,,,,,,,
370,Meta,,,,,,,,,Y,,LG,9,LG9,,IM,,,,,,,,
371,Mailliw73,E,W,5,5,1,L,,,,,LG,9,LG9,,False Scan,,,,,,,,
372,Gamma,G,L,3,,1,S,,,,,LG,9,LG9,,Redirect,,,,,,,,
373,little wilson,E,W,,,0,S,,,,,LG,9,LG9,,Jack of All Trades,,,,,,,,
374,Alvron,,,,,,,,Y,,,LG,9,LG9,,GM,,,,,,,,
375,Aonar,G,L,,,0,S,,,,,LG,9,LG9,,Legionnaire,,,,,,,,
376,Luckat,,,,,,,,,,Y,LG,9,LG9,,Spec,,,,,,,,
377,A Joe in the Bush,G,L,4,4,1,E,,,,,LG,9,LG9,,Action Cop,,,,,,,,
378,Wyrmhero,,,,,,,,,,Y,LG,9,LG9,,Spec,,,,,,,,
379,Tulir,M,L,2,2,1,E,,,,,LG,9,LG9,,Serial Killer,,,,,,,,
380,Sart,,,,,,,,,,Y,LG,9,LG9,,Spec,,,,,,,,
381,Jain,G,L,3,3,1,L,,,,,LG,9,LG9,,Doctor,,,,,,,,
382,Kasimir,,,,,,,,,,Y,LG,9,LG9,,Spec,,,,,,,,
383,Theorymaker,G,L,4,4,1,L,,,,,LG,9,LG9,,Protect,Only Self,,,,,,,
384,Ashiok,G,L,3,3,1,E,,,,,LG,9,LG9,,Kill,,,,,,,,
385,Renegade,G,L,2,2,1,M,,,,,LG,9,LG9,,Inventor,,,,,,,,
386,Twei,,,,,,,,,,Y,LG,9,LG9,,Spec,,,,,,,,
387,Araris Valerian,G,L,5,5,1,F,,,,,LG,9,LG9,,Action Cop,,,,,,,,
388,killersquirrel,G,L,6,6,1,L,,,,,LG,9,LG9,,Vote Move,,,,,,,,
389,Winter,G,L,2,2,1,L,,,,,LG,9,LG9,,Protect,,,,,,,,
390,Steel,G,L,1,1,1,L,,,,,LG,9,LG9,,Kill,,,,,,,,
391,Jasnah/Trelagist,E,W,3,3,1,V,,,,,LG,9,LG9,,Roleblock,,,,,,,,
392,Meta,G,L,3,3,1,E,,,,,QF,4,QF4,,Regular,,,,,,,,
393,Mailliw73,G,L,4,4,1,E,,,,,QF,4,QF4,,Role Cop,,,,,,,,
394,Gamma,,,,,,,,,,Y,QF,4,QF4,,Spec,,,,,,,,
395,little wilson,,,,,,,,,Y,,QF,4,QF4,,IM,,,,,,,,
396,Alvron,B,W,,,0,S,,,,,QF,4,QF4,,PM Creator,,,,,,,,
397,Aonar,B,W,,,0,S,,,,,QF,4,QF4,,Protect,,,,,,,,
398,Luckat,G,L,2,2,1,L,,,,,QF,4,QF4,,Regular,,,,,,,,
399,A Joe in the Bush,,,,,,,,Y,,,QF,4,QF4,,GM,,,,,,,,
400,Chid/Newan,B,W,3,3,1,L,,,,,QF,4,QF4,,Kill,,,,,,,,
401,Wyrmhero,G,L,2,2,1,E,,,,,QF,4,QF4,,Regular,,,,,,,,
402,Sart,E,W,,,0,S,,,,,QF,4,QF4,,Jack of All Trades,,,,,,,,
403,Jain,G,L,,,0,S,,,,,QF,4,QF4,,Kill,,,,,,,,
404,Kasimir,,,,,,,,,,Y,QF,4,QF4,,Spec,,,,,,,,
405,Ashiok,G,L,,,0,S,,,,,QF,4,QF4,,Regular,,,,,,,,
406,Renegade,,,,,,,,,,Y,QF,4,QF4,,Spec,,,,,,,,
407,Twei,,,,,,,,,,Y,QF,4,QF4,,Spec,,,,,,,,
408,Araris Valerian,G,L,4,4,1,L,,,,,QF,4,QF4,,Regular,,,,,,,,
409,Winter,G,L,5,5,1,E,,,,,QF,4,QF4,,Regular,,,,,,,,
410,Jasnah/Trelagist,G,L,5,5,1,L,,,,,QF,4,QF4,,Role Cop,,,,,,,,
411,Rainspren,G,L,,,0,S,,,,,QF,4,QF4,,Protect,,,,,,,,
412,Meta,G,W,2,3,2,L,,,,,MR,4,MR4,,Misc Cop,,,,,,,,
413,Mailliw73,G,W,5,5,1,L,,,,,MR,4,MR4,,PM Creator,,,,,,,,
414,Gamma,,,,,,,,,Y,,MR,4,MR4,,IM,,,,,,,,
415,little wilson,G,W,1,5,2,E,,,,,MR,4,MR4,,Roleblock,,,,,,,,
416,Alvron,G,W,4,,2,S,,,,,MR,4,MR4,,Doctor,,,,,,,,
417,Aonar,E,L,6,6,1,L,,,,,MR,4,MR4,,Doctor,,,,,,,,
418,Luckat,G,W,,,0,S,,,,,MR,4,MR4,,Doctor,,,,,,,,
419,A Joe in the Bush,G,W,7,7,1,E,,,,,MR,4,MR4,,Regular,,,,,,,,
420,Macen,E,L,4,5,2,V,,,,,MR,4,MR4,,Roleblock,,,,,,,,
421,Chid/Newan,G,W,,,0,S,,,,,MR,4,MR4,,Regular,,,,,,,,
422,Wyrmhero,,,,,,,,Y,,,MR,4,MR4,,GM,,,,,,,,
423,Sart,,,,,,,,,,Y,MR,4,MR4,,Spec,,,,,,,,
424,Jain,E,L,2,2,1,L,,,,,MR,4,MR4,,Regular,,,,,,,,
425,Kasimir,G,W,2,,2,S,,,,,MR,4,MR4,,Jester,,,,,,,,
426,Ashiok,G,W,1,1,1,E,,,,,MR,4,MR4,,PM Creator,,,,,,,,
427,Renegade,G,W,,,0,S,,,,,MR,4,MR4,,Regular,,,,,,,,
428,Twei,E,L,7,7,1,V,,,,,MR,4,MR4,,Regular,,,,,,,,
429,Araris Valerian,G,W,,,0,S,,,,,MR,4,MR4,,Doctor,,,,,,,,
430,Winter,G,W,6,6,1,F,,,,,MR,4,MR4,,Regular,,,,,,,,
431,Jasnah/Trelagist,E,L,6,6,1,V,,,,,MR,4,MR4,,PM Creator,,,,,,,,
432,Rainspren,E,L,,5,0,I,Y,,,,MR,4,MR4,,Doctor,,,,,,,,
433,Mckeedee,G,W,,,0,S,,,,,MR,4,MR4,,Misc Cop,,,,,,,,
434,Eolhondras,G,W,,,0,S,,,,,MR,4,MR4,,Doctor,,,,,,,,
435,Seonid,,,,,,,,,,Y,MR,4,MR4,,Spec,,,,,,,,
436,Meta,N,L,3,3,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
437,Mailliw73,N,L,1,1,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
438,Gamma,N,L,3,3,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
439,little wilson,,,,,,,,,Y,,QF,5,QF5,,IM,,,,,,,,
440,Peng,,,,,,,,Y,,,QF,5,QF5,,GM,,,,,,,,
441,Alvron,N,L,3,3,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
442,Aonar,N,L,4,4,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
443,Luckat,,,,,,,,,,Y,QF,5,QF5,,Spec,,,,,,,,
444,A Joe in the Bush,N,L,4,4,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
445,Macen,N,L,1,1,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
446,Chid/Newan,N,L,2,2,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
447,Wyrmhero,,,,,,,,,,Y,QF,5,QF5,,Spec,,,,,,,,
448,Sart,N,L,2,2,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
449,Jain,,,,,,,,,,Y,QF,5,QF5,,Spec,,,,,,,,
450,Kasimir,,,,,,,,,,Y,QF,5,QF5,,Spec,,,,,,,,
451,Ashiok,N,L,1,1,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
452,Renegade,,,,,,,,,,Y,QF,5,QF5,,Spec,,,,,,,,
453,Twei,N,L,5,5,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
454,Araris Valerian,N,L,2,2,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
455,Winter,N,L,1,1,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
456,Jasnah/Trelagist,,,,,,,,,,Y,QF,5,QF5,,Spec,,,,,,,,
457,Mckeedee,N,L,1,1,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
458,Eolhondras,N,L,3,3,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
459,tusoud,N,L,6,6,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
460,Salamander,N,L,6,6,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
461,Seonid,N,L,2,2,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
462,Dominic,N,W,,,0,S,,,,,QF,5,QF5,,Regular,,,,,,,,
463,dowanx,N,L,1,1,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
464,IcyNinja,N,L,5,5,1,N,,,,,QF,5,QF5,,Regular,,,,,,,,
465,Meta,,,,,,,,Y,,,AG,1,AG1,,GM,,,,,,,,
466,Mailliw73,G,L,,,0,S,,,,,AG,1,AG1,,Tineye,,,,,,,,
467,Claincy,E,W,,,0,S,,,,,AG,1,AG1,,Smoker,,,,,,,,
468,Gamma,,,,,,,,,Y,,AG,1,AG1,,IM,,,,,,,,
469,little wilson,G,L,5,5,1,E,,,,,AG,1,AG1,,Protect,,,,,,,,
470,Peng,G,L,,,0,S,,,,,AG,1,AG1,,Regular,,,,,,,,
471,Weiry,E,W,6,6,2,L,,,,,AG,1,AG1,,Smoker,,,,,,,,
472,Alvron,G,L,1,1,1,E,,,,,AG,1,AG1,,Vote Cancel,,,,,,,,
473,Aonar,,,,,,,,,,Y,AG,1,AG1,,Spec,,,,,,,,
474,Herowannabe,G,L,6,6,1,E,,,,,AG,1,AG1,,Kill,,,,,,,,
475,Luckat,,,,,,,,,,Y,AG,1,AG1,,Spec,,,,,,,,
476,A Joe in the Bush,G,L,,,0,S,,,,,AG,1,AG1,,Regular,,,,,,,,
477,Macen,G,L,,,0,S,,,,,AG,1,AG1,,Regular,,,,,,,,
478,Chid/Newan,G,L,8,8,1,E,,,,,AG,1,AG1,,Smoker,,,,,,,,
479,Wyrmhero,G,L,2,9,2,L,,,,,AG,1,AG1,,Double Life,,,,,,,,
480,Sart,G,L,2,2,1,L,,,,,AG,1,AG1,,Smoker,,,,,,,,
481,Jain,G,L,8,8,1,L,,,,,AG,1,AG1,,Vote Move,,,,,,,,
482,Kasimir,G,L,2,2,1,E,,,,,AG,1,AG1,,Regular,,,,,,,,
483,Ashiok,G,L,4,4,1,L,,,,,AG,1,AG1,,Regular,,,,,,,,
484,Renegade,G,L,3,3,1,F,,,,,AG,1,AG1,,Tineye,,,,,,,,
485,Twei,,,,,,,,,,Y,AG,1,AG1,,Spec,,,,,,,,
486,Araris Valerian,G,L,3,3,1,E,,,,,AG,1,AG1,,Cop,,,,,,,,
487,Winter,G,L,5,5,1,F,,,,,AG,1,AG1,,Smoker,,,,,,,,
488,Jasnah/Trelagist,G,L,,,0,S,,,,,AG,1,AG1,,Double Life,,,,,,,,
489,Mckeedee,E,W,,,0,S,,,,,AG,1,AG1,,Jack of All Trades,,,,,,,,
490,Eolhondras,G,L,4,4,1,E,,,,,AG,1,AG1,,Jack of All Trades,,,,,,,,
491,Seonid,E,W,,,0,S,,,,,AG,1,AG1,,Protect,,,,,,,,
492,Dominic,G,L,,,0,S,,,,,AG,1,AG1,,Regular,,,,,,,,
493,dowanx,G,L,7,7,1,L,,,,,AG,1,AG1,,Regular,,,,,,,,
494,Lord Pifferdoo,G,L,9,9,1,E,,,,,AG,1,AG1,,Vote Cancel,,,,,,,,
495,Ostrich,G,L,4,4,1,F,,,,,AG,1,AG1,,Regular,,,,,,,,
496,Unodus,E,W,,,0,S,,,,,AG,1,AG1,,Vote Move,,,,,,,,
497,Sarcomere,G,L,7,7,1,E,,,,,AG,1,AG1,,Vote Cancel,,,,,,,,
498,Bort,,,,,,,,,,Y,AG,1,AG1,,Spec,,,,,,,,
499,Feligon,,,,,,,,,,Y,AG,1,AG1,,Spec,,,,,,,,
500,Clanky,,,,,,,,,,Y,AG,1,AG1,,Spec,,,,,,,,
501,Meta,N,W,,,0,S,,,,,LG,10,LG10,Y,Double Life,"triple, actually",,,,,,,
502,Mailliw73,E,L,4,4,1,V,,,,,LG,10,LG10,Y,Kill,,,,,,,,
503,Gamma,E,L,4,4,1,V,,,,,LG,10,LG10,Y,Mass PMs,? - can destroy a PM planet and move everyone on it elsewhere,,,,,,,
504,Peng,G,W,1,6,2,S,,,,,LG,10,LG10,Y,Protect,,,,,,,,
505,Alvron,G,W,,,0,S,,,,,LG,10,LG10,Y,Regular,(uncertain),,,,,,,
506,Aonar,G,W,3,3,1,E,,,,,LG,10,LG10,Y,Kill,,,,,,,,
507,Luckat,G,W,,,0,S,,,,,LG,10,LG10,Y,Regular,,,,,,,,
508,Tulir,G,W,,,0,S,,,,,LG,10,LG10,Y,Misc,,,,,,,,
509,Sart,G,W,1,1,1,E,,,,,LG,10,LG10,Y,Regular,,,,,,,,
510,Jain,E,L,10,10,1,L,,,,,LG,10,LG10,Y,Regular,but became Odium,,,,,,,
511,Ashiok,G,W,,,0,S,,,,,LG,10,LG10,Y,Bodyguard,,,,,,,,
512,Twei,G,W,7,7,1,E,,,,,LG,10,LG10,Y,Protect,"Double Life, Doctor, and Ultimate Preservation (??) ",,,,,,,
513,Araris Valerian,E,L,7,7,1,L,,,,,LG,10,LG10,Y,Misc,,,,,,,,
514,Winter,G,W,,,0,S,,,,,LG,10,LG10,Y,Lynch Protect,,,,,,,,
515,Mckeedee,G,W,2,2,1,E,,,,,LG,10,LG10,Y,Regular,,,,,,,,
516,Eolhondras,G,W,6,6,1,E,,,,,LG,10,LG10,Y,Redirect,Redirect AND vote change,,,,,,,
517,dowanx,E,L,4,4,1,L,,,,,LG,10,LG10,Y,Regular,,,,,,,,
518,Lord Pifferdoo,G,W,,,0,S,,,,,LG,10,LG10,Y,PM Creator,and secret vote,,,,,,,
519,Ostrich,G,W,4,4,1,E,,,,,LG,10,LG10,Y,Role Cop,,,,,,,,
520,Unodus,G,W,5,5,1,L,,,,,LG,10,LG10,Y,Regular,,,,,,,,
521,Sarcomere,G,W,,,0,S,,,,,LG,10,LG10,Y,Role Cop,,,,,,,,
522,Bort,G,W,9,9,1,L,,,,,LG,10,LG10,Y,Misc,Can send one PM to a living player after dying,,,,,,,
523,Kipper,G,W,,,0,S,,,,,LG,10,LG10,Y,Jack of All Trades,,,,,,,,
524,Feligon,G,W,,,0,S,,,,,LG,10,LG10,Y,Protect,,,,,,,,
525,Splinter,G,W,8,8,1,E,,,,,LG,10,LG10,Y,Protect,,,,,,,,
526,Antillar,G,W,3,3,1,L,,,,,LG,10,LG10,Y,Misc Cop,see a random killer; they also see you,,,,,,,
527,Leif,G,W,,,0,S,,,,,LG,10,LG10,Y,Jack of All Trades,,,,,,,,
528,Vineyarddawg,E,L,3,3,1,V,,,,,LG,10,LG10,Y,Poisoner,,,,,,,,
529,Clanky,G,W,2,2,1,L,,,,,LG,10,LG10,Y,Poisoner,,,,,,,,
530,A Joe in the Bush,,,,,,,,Y,,,LG,10,LG10,Y,GM,,,,,,,,
531,little wilson,,,,,,,,,Y,,LG,10,LG10,Y,IM,,,,,,,,
532,Quiver,,,,,,,,,,Y,LG,10,LG10,Y,Spec,,,,,,,,
533,Herowannabe,,,,,,,,,,Y,LG,10,LG10,Y,Spec,,,,,,,,
534,Chid/Newan,,,,,,,,,,Y,LG,10,LG10,Y,Spec,,,,,,,,
535,Wyrmhero,,,,,,,,,,Y,LG,10,LG10,Y,Spec,,,,,,,,
536,Kasimir,,,,,,,,,,Y,LG,10,LG10,Y,Spec,,,,,,,,
537,Claincy,,,,,,,,,,Y,LG,10,LG10,Y,Spec,,,,,,,,
538,Seonid,,,,,,,,,,Y,LG,10,LG10,Y,Spec,,,,,,,,
539,Renegade,,,,,,,,,,Y,LG,10,LG10,Y,Spec,,,,,,,,
540,Meta,G,W,,,0,S,,,,,QF,6,QF6,Y,Regular,,,,,,,,
541,Mailliw73,E,L,5,5,1,L,,,,,QF,6,QF6,Y,Regular,,,,,,,,
542,Gamma,G,W,,,0,S,,,,,QF,6,QF6,Y,Regular,,,,,,,,
543,Peng,G,W,,,0,S,,,,,QF,6,QF6,Y,Misc?,Kill another if dies,,,,,,,
544,Alvron,E,L,6,6,1,L,,,,,QF,6,QF6,Y,Regular,,,,,,,,
545,Aonar,G,W,6,6,1,E,,,,,QF,6,QF6,Y,Regular,,,,,,,,
546,Luckat,G,W,,,0,S,,,,,QF,6,QF6,Y,PM Spy,,,,,,,,
547,A Joe in the Bush,G,W,5,5,1,E,,,,,QF,6,QF6,Y,Cop,,,,,,,,
548,Sart,G,W,,,0,S,,,,,QF,6,QF6,Y,Regular,,,,,,,,
549,Jain,G,W,,,0,S,,,,,QF,6,QF6,Y,Regular,,,,,,,,
550,Kasimir,G,W,7,7,1,E,,,,,QF,6,QF6,Y,Writeup Messages,,,,,,,,
551,Araris Valerian,G,W,2,2,1,L,,,,,QF,6,QF6,Y,Regular,,,,,,,,
552,Winter,G,W,,,0,S,,,,,QF,6,QF6,Y,Matchmaker,,,,,,,,
553,Eolhondras,G,W,,,0,S,,,,,QF,6,QF6,Y,Regular,,,,,,,,
554,Lord Pifferdoo,E,L,4,4,1,L,,,,,QF,6,QF6,Y,Regular,,,,,,,,
555,Kipper,G,W,1,1,1,L,,,,,QF,6,QF6,Y,Regular,,,,,,,,
556,Antillar,G,W,,,0,S,,,,,QF,6,QF6,Y,Regular,,,,,,,,
557,Vineyarddawg,G,W,,,0,S,,,,,QF,6,QF6,Y,Regular,,,,,,,,
558,Cheese United,G,W,,,0,S,,,,,QF,6,QF6,Y,Protect,,,,,,,,
559,Phattemer,E,L,7,7,1,L,,,,,QF,6,QF6,Y,Regular,,,,,,,,
560,Herowannabe,,,,,,,,Y,,,QF,6,QF6,Y,GM,,,,,,,,
561,little wilson,,,,,,,,,Y,,QF,6,QF6,Y,IM,,,,,,,,
562,Chid/Newan,,,,,,,,,,Y,QF,6,QF6,Y,Spec,,,,,,,,
563,Wyrmhero,,,,,,,,,,Y,QF,6,QF6,Y,Spec,,,,,,,,
564,Tulir,,,,,,,,,,Y,QF,6,QF6,Y,Spec,,,,,,,,
565,Ostrich,,,,,,,,,,Y,QF,6,QF6,Y,Spec,,,,,,,,
566,Feligon,,,,,,,,,,Y,QF,6,QF6,Y,Spec,,,,,,,,
567,Splinter,,,,,,,,,,Y,QF,6,QF6,Y,Spec,,,,,,,,
568,Leif,,,,,,,,,,Y,QF,6,QF6,Y,Spec,,,,,,,,
569,Unodus,,,,,,,,,,Y,QF,6,QF6,Y,Spec,,,,,,,,
570,Clanky,,,,,,,,,,Y,QF,6,QF6,Y,Spec,,,,,,,,
571,Mckeedee,,,,,,,,,,Y,QF,6,QF6,Y,Spec,,,,,,,,
572,Sarcomere,,,,,,,,,,Y,QF,6,QF6,Y,Spec,,,,,,,,
573,Bort,,,,,,,,,,Y,QF,6,QF6,Y,Spec,,,,,,,,
574,Ashiok,,,,,,,,,,Y,QF,6,QF6,Y,Spec,,,,,,,,
575,Renegade,,,,,,,,,,Y,QF,6,QF6,Y,Spec,,,,,,,,
576,Twei,,,,,,,,,,Y,QF,6,QF6,Y,Spec,,,,,,,,
577,Seonid,,,,,,,,,,Y,QF,6,QF6,Y,Spec,,,,,,,,
578,dowanx,,,,,,,,,,Y,QF,6,QF6,Y,Spec,,,,,,,,
579,Mailliw73,F,L,2,2,2,L,,,,,MR,5,MR5,,False Scan,,,,,,,,
580,Gamma,F,W,6,,1,S,,,,,MR,5,MR5,,Double Life,,,,,,,,
581,little wilson,F,L,6,12,5,N,,,,,MR,5,MR5,,Double Life,,,,,,,,
582,Aonar,F,L,4,4,1,N,,,,,MR,5,MR5,,Double Life,,,,,,,,
583,Luckat,F,W,6,6,2,N,,,,,MR,5,MR5,,Protect,,,,,,,,
584,A Joe in the Bush,F,L,2,2,1,N,,,,,MR,5,MR5,,False Scan,,,,,,,,
585,Chid/Newan,F,L,3,5,2,L,,,,,MR,5,MR5,,Alignment Cop,,,,,,,,
586,Tulir,F,L,10,11,2,L,,,,,MR,5,MR5,,Double Life,,,,,,,,
587,Sart,F,W,5,6,2,N,,,,,MR,5,MR5,,Jack of All Trades,,,,,,,,
588,Jain,F,L,3,3,1,N,,,,,MR,5,MR5,,Protect,,,,,,,,
